rank,mod_label,mod_type,max_clique,LP,ILP,gap,delta_vs_caoduro
400,lab_3,V_shrink_right,2,162.0000,106,1.528302,+0.000000
401,lab_4,V_shrink_left,2,162.0000,106,1.528302,+0.000000
402,lab_4,V_shrink_right,2,162.0000,106,1.528302,+0.000000
403,lab_4,V_extend_left,2,162.0000,106,1.528302,+0.000000
404,lab_5,V_shrink_left,2,162.0000,106,1.528302,+0.000000
405,lab_5,V_extend_left,2,162.0000,106,1.528302,+0.000000
406,lab_5,V_shrink_right,2,162.0000,106,1.528302,+0.000000
407,lab_6,V_extend_left,2,162.0000,106,1.528302,+0.000000
408,lab_6,V_shrink_left,2,162.0000,106,1.528302,+0.000000
409,lab_6,V_shrink_right,2,162.0000,106,1.528302,+0.000000
410,lab_7,V_shrink_left,2,162.0000,106,1.528302,+0.000000
411,lab_7,V_shrink_right,2,162.0000,106,1.528302,+0.000000
412,lab_7,V_extend_left,2,162.0000,106,1.528302,+0.000000
413,lab_8,V_shrink_left,2,162.0000,106,1.528302,+0.000000
414,lab_8,V_shrink_right,2,162.0000,106,1.528302,+0.000000
415,lab_8,V_extend_left,2,162.0000,106,1.528302,+0.000000
416,lab_9,V_shrink_left,2,162.0000,106,1.528302,+0.000000
417,lab_9,V_shrink_right,2,162.0000,106,1.528302,+0.000000
418,lab_9,V_extend_left,2,162.0000,106,1.528302,+0.000000
419,lab_10,V_shrink_left,2,162.0000,106,1.528302,+0.000000
420,lab_10,V_shrink_right,2,162.0000,106,1.528302,+0.000000
421,lab_11,V_shrink_left,2,162.0000,106,1.528302,+0.000000
422,lab_11,V_shrink_right,2,162.0000,106,1.528302,+0.000000
423,lab_11,V_extend_left,2,162.0000,106,1.528302,+0.000000
424,lab_10,V_extend_left,2,162.0000,106,1.528302,+0.000000
425,lab_12,V_shrink_left,2,162.0000,106,1.528302,+0.000000
426,lab_12,V_extend_left,2,162.0000,106,1.528302,+0.000000
427,lab_12,V_shrink_right,2,162.0000,106,1.528302,+0.000000
428,lab_13,V_shrink_left,2,162.0000,106,1.528302,+0.000000
429,lab_14,V_extend_left,2,162.0000,106,1.528302,+0.000000
430,lab_13,V_shrink_right,2,162.0000,106,1.528302,+0.000000
431,lab_13,V_extend_left,2,162.0000,106,1.528302,+0.000000
432,lab_14,V_shrink_left,2,162.0000,106,1.528302,+0.000000
433,lab_14,V_shrink_right,2,162.0000,106,1.528302,+0.000000
434,lab_15,V_shrink_left,2,162.0000,106,1.528302,+0.000000
435,lab_15,V_shrink_right,2,162.0000,106,1.528302,+0.000000
436,lab_15,V_extend_left,2,162.0000,106,1.528302,+0.000000
437,lab_16,V_shrink_left,2,162.0000,106,1.528302,+0.000000
438,lab_16,V_shrink_right,2,162.0000,106,1.528302,+0.000000
439,lab_16,V_extend_left,2,162.0000,106,1.528302,+0.000000
440,lab_17,V_shrink_left,2,162.0000,106,1.528302,+0.000000
441,lab_17,V_shrink_right,2,162.0000,106,1.528302,+0.000000
442,lab_17,V_extend_left,2,162.0000,106,1.528302,+0.000000
443,lab_18,V_shrink_left,2,162.0000,106,1.528302,+0.000000
444,lab_18,V_shrink_right,2,162.0000,106,1.528302,+0.000000
445,lab_19,V_extend_left,2,162.0000,106,1.528302,+0.000000
446,lab_19,V_shrink_left,2,162.0000,106,1.528302,+0.000000
447,lab_19,V_shrink_right,2,162.0000,106,1.528302,+0.000000
448,lab_20,V_extend_left,2,162.0000,106,1.528302,+0.000000
449,lab_20,V_shrink_left,2,162.0000,106,1.528302,+0.000000
450,lab_21,V_shrink_left,2,162.0000,106,1.528302,+0.000000
451,lab_21,V_shrink_right,2,162.0000,106,1.528302,+0.000000
452,lab_21,V_extend_left,2,162.0000,106,1.528302,+0.000000
453,lab_20,V_shrink_right,2,162.0000,106,1.528302,+0.000000
454,lab_22,V_shrink_left,2,162.0000,106,1.528302,+0.000000
455,lab_22,V_shrink_right,2,162.0000,106,1.528302,+0.000000
456,lab_23,V_shrink_left,2,162.0000,106,1.528302,+0.000000
457,lab_23,V_shrink_right,2,162.0000,106,1.528302,+0.000000
458,lab_22,V_extend_left,2,162.0000,106,1.528302,+0.000000
459,lab_23,V_extend_left,2,162.0000,106,1.528302,+0.000000
460,lab_25,V_shrink_left,2,162.0000,106,1.528302,+0.000000
461,lab_25,V_shrink_right,2,162.0000,106,1.528302,+0.000000
462,lab_25,V_extend_left,2,162.0000,106,1.528302,+0.000000
463,lab_24,V_extend_left,2,162.0000,106,1.528302,+0.000000
464,lab_26,V_shrink_left,2,162.0000,106,1.528302,+0.000000
465,lab_26,V_shrink_right,2,162.0000,106,1.528302,+0.000000
466,lab_27,V_shrink_left,2,162.0000,106,1.528302,+0.000000
467,lab_27,V_shrink_right,2,162.0000,106,1.528302,+0.000000
468,lab_26,V_extend_left,2,162.0000,106,1.528302,+0.000000
469,lab_28,V_shrink_left,2,162.0000,106,1.528302,+0.000000
470,lab_28,V_shrink_right,2,162.0000,106,1.528302,+0.000000
471,lab_28,V_extend_left,2,162.0000,106,1.528302,+0.000000
472,lab_29,V_shrink_left,2,162.0000,106,1.528302,+0.000000
473,lab_29,V_shrink_right,2,162.0000,106,1.528302,+0.000000
474,lab_29,V_extend_left,2,162.0000,106,1.528302,+0.000000
475,lab_30,V_shrink_left,2,162.0000,106,1.528302,+0.000000
476,lab_30,V_shrink_right,2,162.0000,106,1.528302,+0.000000
477,lab_30,V_extend_left,2,162.0000,106,1.528302,+0.000000
478,lab_31,V_extend_left,2,162.0000,106,1.528302,+0.000000
479,lab_32,V_shrink_left,2,162.0000,106,1.528302,+0.000000
480,lab_32,V_shrink_right,2,162.0000,106,1.528302,+0.000000
481,lab_32,V_extend_left,2,162.0000,106,1.528302,+0.000000
482,lab_33,V_extend_left,2,162.0000,106,1.528302,+0.000000
483,lab_34,V_shrink_left,2,162.0000,106,1.528302,+0.000000
484,lab_33,V_shrink_left,2,162.0000,106,1.528302,+0.000000
485,lab_33,V_shrink_right,2,162.0000,106,1.528302,+0.000000
486,lab_34,V_shrink_right,2,162.0000,106,1.528302,+0.000000
487,lab_34,V_extend_left,2,162.0000,106,1.528302,+0.000000
488,lab_35,V_shrink_left,2,162.0000,106,1.528302,+0.000000
489,lab_35,V_extend_left,2,162.0000,106,1.528302,+0.000000
490,lab_35,V_shrink_right,2,162.0000,106,1.528302,+0.000000
491,lab_36,V_shrink_left,2,162.0000,106,1.528302,+0.000000
492,lab_36,V_shrink_right,2,162.0000,106,1.528302,+0.000000
493,lab_37,V_extend_left,2,162.0000,106,1.528302,+0.000000
494,lab_38,V_shrink_left,2,162.0000,106,1.528302,+0.000000
495,lab_37,V_shrink_left,2,162.0000,106,1.528302,+0.000000
496,lab_37,V_shrink_right,2,162.0000,106,1.528302,+0.000000
497,lab_38,V_shrink_right,2,162.0000,106,1.528302,+0.000000
498,lab_38,V_extend_left,2,162.0000,106,1.528302,+0.000000
499,lab_39,V_shrink_left,2,162.0000,106,1.528302,+0.000000
500,lab_39,V_shrink_right,2,162.0000,106,1.528302,+0.000000
501,lab_39,V_extend_left,2,162.0000,106,1.528302,+0.000000
502,lab_40,V_extend_left,2,162.0000,106,1.528302,+0.000000
503,lab_40,V_shrink_left,2,162.0000,106,1.528302,+0.000000
504,lab_40,V_shrink_right,2,162.0000,106,1.528302,+0.000000
505,lab_41,V_shrink_left,2,162.0000,106,1.528302,+0.000000
506,lab_41,V_shrink_right,2,162.0000,106,1.528302,+0.000000
507,lab_41,V_extend_left,2,162.0000,106,1.528302,+0.000000
508,lab_42,V_extend_left,2,162.0000,106,1.528302,+0.000000
509,lab_42,V_shrink_left,2,162.0000,106,1.528302,+0.000000
510,lab_42,V_shrink_right,2,162.0000,106,1.528302,+0.000000
511,lab_43,V_shrink_left,2,162.0000,106,1.528302,+0.000000
512,lab_43,V_shrink_right,2,162.0000,106,1.528302,+0.000000
513,lab_43,V_extend_left,2,162.0000,106,1.528302,+0.000000
514,lab_44,V_shrink_left,2,162.0000,106,1.528302,+0.000000
515,lab_44,V_shrink_right,2,162.0000,106,1.528302,+0.000000
516,lab_44,V_extend_left,2,162.0000,106,1.528302,+0.000000
517,lab_45,V_shrink_left,2,162.0000,106,1.528302,+0.000000
518,lab_45,V_shrink_right,2,162.0000,106,1.528302,+0.000000
519,lab_46,V_shrink_left,2,162.0000,106,1.528302,+0.000000
520,lab_46,V_shrink_right,2,162.0000,106,1.528302,+0.000000
521,lab_47,V_shrink_left,2,162.0000,106,1.528302,+0.000000
522,lab_47,V_shrink_right,2,162.0000,106,1.528302,+0.000000
523,lab_46,V_extend_left,2,162.0000,106,1.528302,+0.000000
524,lab_48,V_shrink_left,2,162.0000,106,1.528302,+0.000000
525,lab_48,V_shrink_right,2,162.0000,106,1.528302,+0.000000
526,lab_48,V_extend_left,2,162.0000,106,1.528302,+0.000000
527,lab_47,V_extend_left,2,162.0000,106,1.528302,+0.000000
528,lab_49,V_shrink_left,2,162.0000,106,1.528302,+0.000000
529,lab_49,V_shrink_right,2,162.0000,106,1.528302,+0.000000
530,lab_50,V_shrink_left,2,162.0000,106,1.528302,+0.000000
531,lab_50,V_shrink_right,2,162.0000,106,1.528302,+0.000000
532,lab_49,V_extend_left,2,162.0000,106,1.528302,+0.000000
533,lab_50,V_extend_left,2,162.0000,106,1.528302,+0.000000
534,lab_51,V_shrink_left,2,162.0000,106,1.528302,+0.000000
535,lab_51,V_shrink_right,2,162.0000,106,1.528302,+0.000000
536,lab_51,V_extend_left,2,162.0000,106,1.528302,+0.000000
537,lab_52,V_extend_left,2,162.0000,106,1.528302,+0.000000
538,lab_52,V_shrink_left,2,162.0000,106,1.528302,+0.000000
539,lab_52,V_shrink_right,2,162.0000,106,1.528302,+0.000000
540,lab_53,V_extend_left,2,162.0000,106,1.528302,+0.000000
541,lab_53,V_shrink_left,2,162.0000,106,1.528302,+0.000000
542,lab_53,V_shrink_right,2,162.0000,106,1.528302,+0.000000
543,lab_54,V_shrink_left,2,162.0000,106,1.528302,+0.000000
544,lab_54,V_shrink_right,2,162.0000,106,1.528302,+0.000000
545,lab_55,V_shrink_left,2,162.0000,106,1.528302,+0.000000
546,lab_55,V_shrink_right,2,162.0000,106,1.528302,+0.000000
547,lab_55,V_extend_left,2,162.0000,106,1.528302,+0.000000
548,lab_56,V_shrink_left,2,162.0000,106,1.528302,+0.000000
549,lab_57,V_shrink_left,2,162.0000,106,1.528302,+0.000000
550,lab_56,V_shrink_right,2,162.0000,106,1.528302,+0.000000
551,lab_57,V_shrink_right,2,162.0000,106,1.528302,+0.000000
552,lab_57,V_extend_left,2,162.0000,106,1.528302,+0.000000
553,lab_58,V_shrink_left,2,162.0000,106,1.528302,+0.000000
554,lab_58,V_shrink_right,2,162.0000,106,1.528302,+0.000000
555,lab_59,V_extend_left,2,162.0000,106,1.528302,+0.000000
556,lab_58,V_extend_left,2,162.0000,106,1.528302,+0.000000
557,lab_60,V_shrink_left,2,162.0000,106,1.528302,+0.000000
558,lab_60,V_shrink_right,2,162.0000,106,1.528302,+0.000000
559,lab_60,V_extend_left,2,162.0000,106,1.528302,+0.000000
560,lab_61,V_shrink_left,2,162.0000,106,1.528302,+0.000000
561,lab_61,V_shrink_right,2,162.0000,106,1.528302,+0.000000
562,lab_61,V_extend_left,2,162.0000,106,1.528302,+0.000000
563,lab_62,V_shrink_left,2,162.0000,106,1.528302,+0.000000
564,lab_62,V_shrink_right,2,162.0000,106,1.528302,+0.000000
565,lab_62,V_extend_left,2,162.0000,106,1.528302,+0.000000
566,lab_64,V_shrink_left,2,162.0000,106,1.528302,+0.000000
567,lab_64,V_shrink_right,2,162.0000,106,1.528302,+0.000000
568,lab_64,V_extend_left,2,162.0000,106,1.528302,+0.000000
569,lab_65,V_shrink_left,2,162.0000,106,1.528302,+0.000000
570,lab_65,V_shrink_right,2,162.0000,106,1.528302,+0.000000
571,lab_65,V_extend_left,2,162.0000,106,1.528302,+0.000000
572,lab_66,V_shrink_right,2,162.0000,106,1.528302,+0.000000
573,lab_66,V_shrink_left,2,162.0000,106,1.528302,+0.000000
574,lab_66,V_extend_left,2,162.0000,106,1.528302,+0.000000
575,lab_67,V_shrink_left,2,162.0000,106,1.528302,+0.000000
576,lab_67,V_extend_left,2,162.0000,106,1.528302,+0.000000
577,lab_67,V_shrink_right,2,162.0000,106,1.528302,+0.000000
578,lab_68,V_shrink_left,2,162.0000,106,1.528302,+0.000000
579,lab_68,V_shrink_right,2,162.0000,106,1.528302,+0.000000
580,lab_69,V_shrink_left,2,162.0000,106,1.528302,+0.000000
581,lab_69,V_shrink_right,2,162.0000,106,1.528302,+0.000000
582,lab_68,V_extend_left,2,162.0000,106,1.528302,+0.000000
583,lab_69,V_extend_left,2,162.0000,106,1.528302,+0.000000
584,lab_70,V_shrink_left,2,162.0000,106,1.528302,+0.000000
585,lab_70,V_extend_left,2,162.0000,106,1.528302,+0.000000
586,lab_71,V_shrink_left,2,162.0000,106,1.528302,+0.000000
587,lab_70,V_shrink_right,2,162.0000,106,1.528302,+0.000000
588,lab_71,V_shrink_right,2,162.0000,106,1.528302,+0.000000
589,lab_71,V_extend_left,2,162.0000,106,1.528302,+0.000000
590,lab_72,V_shrink_left,2,162.0000,106,1.528302,+0.000000
591,lab_72,V_shrink_right,2,162.0000,106,1.528302,+0.000000
592,lab_73,V_shrink_left,2,162.0000,106,1.528302,+0.000000
593,lab_73,V_shrink_right,2,162.0000,106,1.528302,+0.000000
594,lab_73,V_extend_left,2,162.0000,106,1.528302,+0.000000
595,lab_74,V_extend_left,2,162.0000,106,1.528302,+0.000000
596,lab_75,V_shrink_left,2,162.0000,106,1.528302,+0.000000
597,lab_75,V_shrink_right,2,162.0000,106,1.528302,+0.000000
598,lab_74,V_shrink_left,2,162.0000,106,1.528302,+0.000000
599,lab_74,V_shrink_right,2,162.0000,106,1.528302,+0.000000
600,lab_75,V_extend_left,2,162.0000,106,1.528302,+0.000000
601,lab_76,V_shrink_left,2,162.0000,106,1.528302,+0.000000
602,lab_76,V_shrink_right,2,162.0000,106,1.528302,+0.000000
603,lab_76,V_extend_left,2,162.0000,106,1.528302,+0.000000
604,lab_77,V_extend_left,2,162.0000,106,1.528302,+0.000000
605,lab_77,V_shrink_left,2,162.0000,106,1.528302,+0.000000
606,lab_77,V_shrink_right,2,162.0000,106,1.528302,+0.000000
607,lab_78,V_shrink_left,2,162.0000,106,1.528302,+0.000000
608,lab_78,V_shrink_right,2,162.0000,106,1.528302,+0.000000
609,lab_79,V_shrink_left,2,162.0000,106,1.528302,+0.000000
610,lab_80,V_shrink_left,2,162.0000,106,1.528302,+0.000000
611,lab_79,V_shrink_right,2,162.0000,106,1.528302,+0.000000
612,lab_79,V_extend_left,2,162.0000,106,1.528302,+0.000000
613,lab_80,V_shrink_right,2,162.0000,106,1.528302,+0.000000
614,lab_80,V_extend_left,2,162.0000,106,1.528302,+0.000000
615,lab_81,V_shrink_left,2,162.0000,106,1.528302,+0.000000
616,lab_81,V_shrink_right,2,162.0000,106,1.528302,+0.000000
617,lab_81,V_extend_right,3,162.0000,106,1.528302,+0.000000
618,lab_82,V_extend_right,2,162.0000,106,1.528302,+0.000000
619,lab_83,V_shrink_left,2,162.0000,106,1.528302,+0.000000
620,lab_81,V_extend_left,3,162.0000,106,1.528302,+0.000000
621,lab_82,V_shrink_right,2,162.0000,106,1.528302,+0.000000
622,lab_85,V_extend_right,2,162.0000,106,1.528302,+0.000000
623,lab_86,V_shrink_left,2,162.0000,106,1.528302,+0.000000
624,lab_88,V_extend_right,2,162.0000,106,1.528302,+0.000000
625,lab_89,V_shrink_left,2,162.0000,106,1.528302,+0.000000
626,lab_91,V_extend_right,2,162.0000,106,1.528302,+0.000000
627,lab_92,V_shrink_left,2,162.0000,106,1.528302,+0.000000
628,lab_94,V_extend_right,2,162.0000,106,1.528302,+0.000000
629,lab_95,V_shrink_left,2,162.0000,106,1.528302,+0.000000
630,lab_97,V_extend_right,2,162.0000,106,1.528302,+0.000000
631,lab_98,V_shrink_left,2,162.0000,106,1.528302,+0.000000
632,lab_100,V_extend_right,2,162.0000,106,1.528302,+0.000000
633,lab_101,V_shrink_left,2,162.0000,106,1.528302,+0.000000
634,lab_103,V_extend_right,2,162.0000,106,1.528302,+0.000000
635,lab_104,V_shrink_left,2,162.0000,106,1.528302,+0.000000
636,lab_106,V_extend_right,2,162.0000,106,1.528302,+0.000000
637,lab_107,V_shrink_left,2,162.0000,106,1.528302,+0.000000
638,lab_109,V_extend_right,2,162.0000,106,1.528302,+0.000000
639,lab_110,V_shrink_left,2,162.0000,106,1.528302,+0.000000
640,lab_112,V_extend_right,2,162.0000,106,1.528302,+0.000000
641,lab_113,V_shrink_left,2,162.0000,106,1.528302,+0.000000
642,lab_112,V_shrink_left,2,162.0000,106,1.528302,+0.000000
643,lab_115,V_extend_right,2,162.0000,106,1.528302,+0.000000
644,lab_116,V_shrink_left,2,162.0000,106,1.528302,+0.000000
645,lab_118,V_extend_right,2,162.0000,106,1.528302,+0.000000
646,lab_119,V_shrink_left,2,162.0000,106,1.528302,+0.000000
647,lab_121,V_extend_right,2,162.0000,106,1.528302,+0.000000
648,lab_122,V_shrink_left,2,162.0000,106,1.528302,+0.000000
649,lab_124,V_extend_right,2,162.0000,106,1.528302,+0.000000
650,lab_125,V_shrink_left,2,162.0000,106,1.528302,+0.000000
651,lab_127,V_extend_right,2,162.0000,106,1.528302,+0.000000
652,lab_128,V_shrink_left,2,162.0000,106,1.528302,+0.000000
653,lab_130,V_extend_right,2,162.0000,106,1.528302,+0.000000
654,lab_131,V_shrink_left,2,162.0000,106,1.528302,+0.000000
655,lab_130,V_shrink_left,2,162.0000,106,1.528302,+0.000000
656,lab_133,V_extend_right,2,162.0000,106,1.528302,+0.000000
657,lab_134,V_shrink_left,2,162.0000,106,1.528302,+0.000000
658,lab_136,V_extend_right,2,162.0000,106,1.528302,+0.000000
659,lab_137,V_shrink_left,2,162.0000,106,1.528302,+0.000000
660,lab_139,V_extend_right,2,162.0000,106,1.528302,+0.000000
661,lab_140,V_shrink_left,2,162.0000,106,1.528302,+0.000000
662,lab_142,V_extend_right,2,162.0000,106,1.528302,+0.000000
663,lab_143,V_shrink_left,2,162.0000,106,1.528302,+0.000000
664,lab_145,V_extend_right,2,162.0000,106,1.528302,+0.000000
665,lab_146,V_shrink_left,2,162.0000,106,1.528302,+0.000000
666,lab_148,V_extend_right,2,162.0000,106,1.528302,+0.000000
667,lab_149,V_shrink_left,2,162.0000,106,1.528302,+0.000000
668,lab_151,V_extend_right,2,162.0000,106,1.528302,+0.000000
669,lab_152,V_shrink_left,2,162.0000,106,1.528302,+0.000000
670,lab_154,V_extend_right,2,162.0000,106,1.528302,+0.000000
671,lab_155,V_shrink_left,2,162.0000,106,1.528302,+0.000000
672,lab_157,V_extend_right,2,162.0000,106,1.528302,+0.000000
673,lab_158,V_shrink_left,2,162.0000,106,1.528302,+0.000000
674,lab_157,V_shrink_left,2,162.0000,106,1.528302,+0.000000
675,lab_160,V_extend_right,2,162.0000,106,1.528302,+0.000000
676,lab_161,V_shrink_left,2,162.0000,106,1.528302,+0.000000
677,lab_163,V_extend_right,2,162.0000,106,1.528302,+0.000000
678,lab_164,V_shrink_left,2,162.0000,106,1.528302,+0.000000
679,lab_166,V_extend_right,2,162.0000,106,1.528302,+0.000000
680,lab_167,V_shrink_left,2,162.0000,106,1.528302,+0.000000
681,lab_170,V_shrink_left,2,162.0000,106,1.528302,+0.000000
682,lab_169,V_extend_right,2,162.0000,106,1.528302,+0.000000
683,lab_172,V_extend_right,2,162.0000,106,1.528302,+0.000000
684,lab_173,V_shrink_left,2,162.0000,106,1.528302,+0.000000
685,lab_175,V_extend_right,2,162.0000,106,1.528302,+0.000000
686,lab_176,V_shrink_left,2,162.0000,106,1.528302,+0.000000
687,lab_178,V_extend_right,2,162.0000,106,1.528302,+0.000000
688,lab_179,V_shrink_left,2,162.0000,106,1.528302,+0.000000
689,lab_181,V_extend_right,2,162.0000,106,1.528302,+0.000000
690,lab_182,V_shrink_left,2,162.0000,106,1.528302,+0.000000
691,lab_181,V_shrink_left,2,162.0000,106,1.528302,+0.000000
692,lab_184,V_extend_right,2,162.0000,106,1.528302,+0.000000
693,lab_185,V_shrink_left,2,162.0000,106,1.528302,+0.000000
694,lab_187,V_extend_right,2,162.0000,106,1.528302,+0.000000
695,lab_188,V_shrink_left,2,162.0000,106,1.528302,+0.000000
696,lab_190,V_extend_right,2,162.0000,106,1.528302,+0.000000
697,lab_191,V_shrink_left,2,162.0000,106,1.528302,+0.000000
698,lab_194,V_shrink_left,2,162.0000,106,1.528302,+0.000000
699,lab_193,V_extend_right,2,162.0000,106,1.528302,+0.000000
700,lab_196,V_extend_right,2,162.0000,106,1.528302,+0.000000
701,lab_197,V_shrink_left,2,162.0000,106,1.528302,+0.000000
702,lab_199,V_extend_right,2,162.0000,106,1.528302,+0.000000
703,lab_200,V_shrink_left,2,162.0000,106,1.528302,+0.000000
704,lab_202,V_extend_right,2,162.0000,106,1.528302,+0.000000
705,lab_203,V_shrink_left,2,162.0000,106,1.528302,+0.000000
706,lab_205,V_extend_right,2,162.0000,106,1.528302,+0.000000
707,lab_206,V_shrink_left,2,162.0000,106,1.528302,+0.000000
708,lab_208,V_extend_right,2,162.0000,106,1.528302,+0.000000
709,lab_209,V_shrink_left,2,162.0000,106,1.528302,+0.000000
710,lab_211,V_extend_right,2,162.0000,106,1.528302,+0.000000
711,lab_212,V_shrink_left,2,162.0000,106,1.528302,+0.000000
712,lab_214,V_extend_right,2,162.0000,106,1.528302,+0.000000
713,lab_215,V_shrink_left,2,162.0000,106,1.528302,+0.000000
714,lab_217,V_extend_right,2,162.0000,106,1.528302,+0.000000
715,lab_218,V_shrink_left,2,162.0000,106,1.528302,+0.000000
716,lab_220,V_extend_right,2,162.0000,106,1.528302,+0.000000
717,lab_221,V_shrink_left,2,162.0000,106,1.528302,+0.000000
718,lab_223,V_extend_right,2,162.0000,106,1.528302,+0.000000
719,lab_224,V_shrink_left,2,162.0000,106,1.528302,+0.000000
720,lab_227,V_shrink_left,2,162.0000,106,1.528302,+0.000000
721,lab_226,V_extend_right,2,162.0000,106,1.528302,+0.000000
722,lab_229,V_extend_right,2,162.0000,106,1.528302,+0.000000
723,lab_230,V_shrink_left,2,162.0000,106,1.528302,+0.000000
724,lab_232,V_extend_right,2,162.0000,106,1.528302,+0.000000
725,lab_233,V_shrink_left,2,162.0000,106,1.528302,+0.000000
726,lab_235,V_extend_right,2,162.0000,106,1.528302,+0.000000
727,lab_236,V_shrink_left,2,162.0000,106,1.528302,+0.000000
728,lab_238,V_extend_right,2,162.0000,106,1.528302,+0.000000
729,lab_239,V_shrink_left,2,162.0000,106,1.528302,+0.000000
730,lab_241,V_extend_right,2,162.0000,106,1.528302,+0.000000
731,lab_242,V_shrink_left,2,162.0000,106,1.528302,+0.000000
732,lab_244,V_extend_right,2,162.0000,106,1.528302,+0.000000
733,lab_245,V_shrink_left,2,162.0000,106,1.528302,+0.000000
734,lab_247,V_extend_right,2,162.0000,106,1.528302,+0.000000
735,lab_248,V_shrink_left,2,162.0000,106,1.528302,+0.000000
736,lab_250,V_extend_right,2,162.0000,106,1.528302,+0.000000
737,lab_251,V_shrink_left,2,162.0000,106,1.528302,+0.000000
738,lab_253,V_extend_right,2,162.0000,106,1.528302,+0.000000
739,lab_254,V_shrink_left,2,162.0000,106,1.528302,+0.000000
740,lab_256,V_extend_right,2,162.0000,106,1.528302,+0.000000
741,lab_257,V_shrink_left,2,162.0000,106,1.528302,+0.000000
742,lab_259,V_extend_right,2,162.0000,106,1.528302,+0.000000
743,lab_260,V_shrink_left,2,162.0000,106,1.528302,+0.000000
744,lab_259,V_shrink_left,2,162.0000,106,1.528302,+0.000000
745,lab_262,V_extend_right,2,162.0000,106,1.528302,+0.000000
746,lab_263,V_shrink_left,2,162.0000,106,1.528302,+0.000000
747,lab_265,V_extend_right,2,162.0000,106,1.528302,+0.000000
748,lab_266,V_shrink_left,2,162.0000,106,1.528302,+0.000000
749,lab_268,V_extend_right,2,162.0000,106,1.528302,+0.000000
750,lab_269,V_shrink_left,2,162.0000,106,1.528302,+0.000000
751,lab_271,V_extend_right,2,162.0000,106,1.528302,+0.000000
752,lab_272,V_shrink_left,2,162.0000,106,1.528302,+0.000000
753,lab_274,V_extend_right,2,162.0000,106,1.528302,+0.000000
754,lab_275,V_shrink_left,2,162.0000,106,1.528302,+0.000000
755,lab_277,V_extend_right,2,162.0000,106,1.528302,+0.000000
756,lab_278,V_shrink_left,2,162.0000,106,1.528302,+0.000000
757,lab_280,V_extend_right,2,162.0000,106,1.528302,+0.000000
758,lab_281,V_shrink_left,2,162.0000,106,1.528302,+0.000000
759,lab_283,V_extend_right,2,162.0000,106,1.528302,+0.000000
760,lab_284,V_shrink_left,2,162.0000,106,1.528302,+0.000000
761,lab_286,V_extend_right,2,162.0000,106,1.528302,+0.000000
762,lab_287,V_shrink_left,2,162.0000,106,1.528302,+0.000000
763,lab_289,V_extend_right,2,162.0000,106,1.528302,+0.000000
764,lab_290,V_shrink_left,2,162.0000,106,1.528302,+0.000000
765,lab_292,V_extend_right,2,162.0000,106,1.528302,+0.000000
766,lab_293,V_shrink_left,2,162.0000,106,1.528302,+0.000000
767,lab_295,V_extend_right,2,162.0000,106,1.528302,+0.000000
768,lab_296,V_shrink_left,2,162.0000,106,1.528302,+0.000000
769,lab_298,V_extend_right,2,162.0000,106,1.528302,+0.000000
770,lab_299,V_shrink_left,2,162.0000,106,1.528302,+0.000000
771,lab_301,V_extend_right,2,162.0000,106,1.528302,+0.000000
772,lab_302,V_shrink_left,2,162.0000,106,1.528302,+0.000000
773,lab_304,V_extend_right,2,162.0000,106,1.528302,+0.000000
774,lab_305,V_shrink_left,2,162.0000,106,1.528302,+0.000000
775,lab_307,V_extend_right,2,162.0000,106,1.528302,+0.000000
776,lab_308,V_shrink_left,2,162.0000,106,1.528302,+0.000000
777,lab_310,V_extend_right,2,162.0000,106,1.528302,+0.000000
778,lab_311,V_shrink_left,2,162.0000,106,1.528302,+0.000000
779,lab_313,V_extend_right,2,162.0000,106,1.528302,+0.000000
780,lab_314,V_shrink_left,2,162.0000,106,1.528302,+0.000000
781,lab_316,V_extend_right,2,162.0000,106,1.528302,+0.000000
782,lab_317,V_shrink_left,2,162.0000,106,1.528302,+0.000000
783,lab_319,V_extend_right,2,162.0000,106,1.528302,+0.000000
784,lab_320,V_shrink_left,2,162.0000,106,1.528302,+0.000000
785,lab_2,H_extend_right,3,161.5000,106,1.523585,-0.004717
